tunnelID,src,dst,bandwidth,priority,Affinity,delay,hop,explicitPath,antiFaultType,resourceReserveType,exclude_links,exclude_nodes,isNormalTunnel
0,0,1,0.014577,3,,10000,100,,,,,,1
1,0,2,0.000117,3,,10000,100,,,,,,1
2,0,3,0.422961,3,,10000,100,,,,,,1
3,0,4,0.0,3,,10000,100,,,,,,1
4,0,5,0.050158,3,,10000,100,,,,,,1
5,0,6,0.032351,3,,10000,100,,,,,,1
6,0,7,0.0,3,,10000,100,,,,,,1
7,0,8,0.003408,3,,10000,100,,,,,,1
8,0,9,8.535024,3,,10000,100,,,,,,1
9,0,10,0.145452,3,,10000,100,,,,,,1
10,0,11,0.054405,3,,10000,100,,,,,,1
11,0,12,0.068642,3,,10000,100,,,,,,1
12,0,13,1.788872,3,,10000,100,,,,,,1
13,0,14,1.07795,3,,10000,100,,,,,,1
14,0,15,0.0,3,,10000,100,,,,,,1
15,0,16,146.839002,3,,10000,100,,,,,,1
16,0,17,0.0,3,,10000,100,,,,,,1
17,0,18,0.0,3,,10000,100,,,,,,1
18,0,19,0.000565,3,,10000,100,,,,,,1
19,0,20,0.003011,3,,10000,100,,,,,,1
20,0,21,7.321823,3,,10000,100,,,,,,1
21,0,22,0.232025,3,,10000,100,,,,,,1
22,0,23,0.078115,3,,10000,100,,,,,,1
23,0,24,6.351626,3,,10000,100,,,,,,1
24,0,25,0.135391,3,,10000,100,,,,,,1
25,0,26,0.011444,3,,10000,100,,,,,,1
26,0,27,0.000102,3,,10000,100,,,,,,1
27,0,28,0.0,3,,10000,100,,,,,,1
28,0,29,14.88045,3,,10000,100,,,,,,1
29,0,30,0.0,3,,10000,100,,,,,,1
30,0,31,16.048523,3,,10000,100,,,,,,1
31,0,32,0.003815,3,,10000,100,,,,,,1
32,0,33,0.0,3,,10000,100,,,,,,1
33,0,34,0.055308,3,,10000,100,,,,,,1
34,0,35,0.151906,3,,10000,100,,,,,,1
35,0,36,0.0,3,,10000,100,,,,,,1
36,0,37,0.003611,3,,10000,100,,,,,,1
37,0,38,0.116369,3,,10000,100,,,,,,1
38,0,39,0.10688,3,,10000,100,,,,,,1
39,0,40,0.001193,3,,10000,100,,,,,,1
40,0,41,7.401639,3,,10000,100,,,,,,1
41,0,42,0.087326,3,,10000,100,,,,,,1
42,0,43,0.259168,3,,10000,100,,,,,,1
43,0,44,0.011047,3,,10000,100,,,,,,1
44,0,45,80.384234,3,,10000,100,,,,,,1
45,0,46,0.000661,3,,10000,100,,,,,,1
46,0,47,0.0,3,,10000,100,,,,,,1
47,0,48,0.0,3,,10000,100,,,,,,1
48,0,49,0.000832,3,,10000,100,,,,,,1
49,1,0,0.000153,3,,10000,100,,,,,,1
50,1,2,2e-05,3,,10000,100,,,,,,1
51,1,3,0.184555,3,,10000,100,,,,,,1
52,1,4,0.0,3,,10000,100,,,,,,1
53,1,5,0.013257,3,,10000,100,,,,,,1
54,1,6,0.0,3,,10000,100,,,,,,1
55,1,7,0.0,3,,10000,100,,,,,,1
56,1,8,0.0,3,,10000,100,,,,,,1
57,1,9,0.465132,3,,10000,100,,,,,,1
58,1,10,0.004707,3,,10000,100,,,,,,1
59,1,11,0.008334,3,,10000,100,,,,,,1
60,1,12,0.0,3,,10000,100,,,,,,1
61,1,13,0.585977,3,,10000,100,,,,,,1
62,1,14,0.000309,3,,10000,100,,,,,,1
63,1,15,0.0,3,,10000,100,,,,,,1
64,1,16,6.467898,3,,10000,100,,,,,,1
65,1,17,0.0,3,,10000,100,,,,,,1
66,1,18,0.0,3,,10000,100,,,,,,1
67,1,19,0.000234,3,,10000,100,,,,,,1
68,1,20,0.0,3,,10000,100,,,,,,1
69,1,21,0.000102,3,,10000,100,,,,,,1
70,1,22,0.126037,3,,10000,100,,,,,,1
71,1,23,0.005854,3,,10000,100,,,,,,1
72,1,24,0.054008,3,,10000,100,,,,,,1
73,1,25,4e-06,3,,10000,100,,,,,,1
74,1,26,0.010409,3,,10000,100,,,,,,1
75,1,27,0.0,3,,10000,100,,,,,,1
76,1,28,0.0,3,,10000,100,,,,,,1
77,1,29,0.299824,3,,10000,100,,,,,,1
78,1,30,0.0,3,,10000,100,,,,,,1
79,1,31,0.288575,3,,10000,100,,,,,,1
80,1,32,0.002211,3,,10000,100,,,,,,1
81,1,33,0.0,3,,10000,100,,,,,,1
82,1,34,5.134899,3,,10000,100,,,,,,1
83,1,35,0.007992,3,,10000,100,,,,,,1
84,1,36,0.0,3,,10000,100,,,,,,1
85,1,37,0.1181,3,,10000,100,,,,,,1
86,1,38,0.006385,3,,10000,100,,,,,,1
87,1,39,1.3e-05,3,,10000,100,,,,,,1
88,1,40,0.001424,3,,10000,100,,,,,,1
89,1,41,0.036964,3,,10000,100,,,,,,1
90,1,42,0.000142,3,,10000,100,,,,,,1
91,1,43,0.003817,3,,10000,100,,,,,,1
92,1,44,0.0,3,,10000,100,,,,,,1
