tunnelID,src,dst,bandwidth,priority,Affinity,delay,hop,explicitPath,antiFaultType,resourceReserveType,exclude_links,exclude_nodes,isNormalTunnel
0,0,1,0.0,3,,10000,100,,,,,,1
1,0,2,0.008624,3,,10000,100,,,,,,1
2,0,3,0.320895,3,,10000,100,,,,,,1
3,0,4,0.0,3,,10000,100,,,,,,1
4,0,5,0.101931,3,,10000,100,,,,,,1
5,0,6,0.022471,3,,10000,100,,,,,,1
6,0,7,0.0,3,,10000,100,,,,,,1
7,0,8,0.285909,3,,10000,100,,,,,,1
8,0,9,9.047755,3,,10000,100,,,,,,1
9,0,10,0.038424,3,,10000,100,,,,,,1
10,0,11,0.3666,3,,10000,100,,,,,,1
11,0,12,0.089884,3,,10000,100,,,,,,1
12,0,13,4.460401,3,,10000,100,,,,,,1
13,0,14,0.059929,3,,10000,100,,,,,,1
14,0,15,0.0,3,,10000,100,,,,,,1
15,0,16,179.178477,3,,10000,100,,,,,,1
16,0,17,0.0,3,,10000,100,,,,,,1
17,0,18,0.0,3,,10000,100,,,,,,1
18,0,19,0.0,3,,10000,100,,,,,,1
19,0,20,0.0,3,,10000,100,,,,,,1
20,0,21,0.030807,3,,10000,100,,,,,,1
21,0,22,7.764577,3,,10000,100,,,,,,1
22,0,23,0.000857,3,,10000,100,,,,,,1
23,0,24,1.110273,3,,10000,100,,,,,,1
24,0,25,0.063479,3,,10000,100,,,,,,1
25,0,26,0.0,3,,10000,100,,,,,,1
26,0,27,0.039324,3,,10000,100,,,,,,1
27,0,28,0.0,3,,10000,100,,,,,,1
28,0,29,8.46922,3,,10000,100,,,,,,1
29,0,30,0.0,3,,10000,100,,,,,,1
30,0,31,0.567869,3,,10000,100,,,,,,1
31,0,32,0.065659,3,,10000,100,,,,,,1
32,0,33,0.000999,3,,10000,100,,,,,,1
33,0,34,0.152402,3,,10000,100,,,,,,1
34,0,35,0.133738,3,,10000,100,,,,,,1
35,0,36,0.000102,3,,10000,100,,,,,,1
36,0,37,0.000193,3,,10000,100,,,,,,1
37,0,38,0.107076,3,,10000,100,,,,,,1
38,0,39,0.015798,3,,10000,100,,,,,,1
39,0,40,0.007222,3,,10000,100,,,,,,1
40,0,41,0.229932,3,,10000,100,,,,,,1
41,0,42,0.0,3,,10000,100,,,,,,1
42,0,43,0.040822,3,,10000,100,,,,,,1
43,0,44,0.0,3,,10000,100,,,,,,1
44,0,45,90.045624,3,,10000,100,,,,,,1
45,0,46,0.0,3,,10000,100,,,,,,1
46,0,47,0.0,3,,10000,100,,,,,,1
47,0,48,0.0,3,,10000,100,,,,,,1
48,0,49,0.001984,3,,10000,100,,,,,,1
49,1,0,0.000324,3,,10000,100,,,,,,1
50,1,2,0.031529,3,,10000,100,,,,,,1
51,1,3,0.126359,3,,10000,100,,,,,,1
52,1,4,0.0,3,,10000,100,,,,,,1
53,1,5,0.010688,3,,10000,100,,,,,,1
54,1,6,0.010205,3,,10000,100,,,,,,1
55,1,7,0.0,3,,10000,100,,,,,,1
56,1,8,2.1e-05,3,,10000,100,,,,,,1
57,1,9,0.566658,3,,10000,100,,,,,,1
58,1,10,0.001811,3,,10000,100,,,,,,1
59,1,11,0.034834,3,,10000,100,,,,,,1
