tunnelID,src,dst,bandwidth,priority,Affinity,delay,hop,explicitPath,antiFaultType,resourceReserveType,exclude_links,exclude_nodes,isNormalTunnel
0,0,1,0.0,3,,10000,100,,,,,,1
1,0,2,0.0,3,,10000,100,,,,,,1
2,0,3,0.017192,3,,10000,100,,,,,,1
3,0,4,0.0,3,,10000,100,,,,,,1
4,0,5,0.066099,3,,10000,100,,,,,,1
5,0,6,0.002808,3,,10000,100,,,,,,1
6,0,7,0.0,3,,10000,100,,,,,,1
7,0,8,0.000326,3,,10000,100,,,,,,1
8,0,9,12.224037,3,,10000,100,,,,,,1
9,0,10,0.002777,3,,10000,100,,,,,,1
10,0,11,0.137828,3,,10000,100,,,,,,1
11,0,12,0.0,3,,10000,100,,,,,,1
12,0,13,3.733421,3,,10000,100,,,,,,1
13,0,14,0.00237,3,,10000,100,,,,,,1
14,0,15,0.0,3,,10000,100,,,,,,1
15,0,16,120.994776,3,,10000,100,,,,,,1
16,0,17,0.0,3,,10000,100,,,,,,1
17,0,18,0.0,3,,10000,100,,,,,,1
18,0,19,0.0,3,,10000,100,,,,,,1
19,0,20,0.028402,3,,10000,100,,,,,,1
20,0,21,0.457601,3,,10000,100,,,,,,1
21,0,22,0.05674,3,,10000,100,,,,,,1
22,0,23,0.0,3,,10000,100,,,,,,1
23,0,24,1.056333,3,,10000,100,,,,,,1
24,0,25,0.051211,3,,10000,100,,,,,,1
25,0,26,0.0,3,,10000,100,,,,,,1
26,0,27,0.0,3,,10000,100,,,,,,1
27,0,28,0.0,3,,10000,100,,,,,,1
28,0,29,2.531428,3,,10000,100,,,,,,1
29,0,30,0.0,3,,10000,100,,,,,,1
30,0,31,0.06502,3,,10000,100,,,,,,1
31,0,32,0.0,3,,10000,100,,,,,,1
32,0,33,0.0,3,,10000,100,,,,,,1
33,0,34,0.067218,3,,10000,100,,,,,,1
34,0,35,0.000224,3,,10000,100,,,,,,1
35,0,36,0.0,3,,10000,100,,,,,,1
36,0,37,0.00235,3,,10000,100,,,,,,1
37,0,38,0.01755,3,,10000,100,,,,,,1
38,0,39,0.00089,3,,10000,100,,,,,,1
39,0,40,0.0,3,,10000,100,,,,,,1
40,0,41,0.001353,3,,10000,100,,,,,,1
41,0,42,0.0,3,,10000,100,,,,,,1
42,0,43,0.00103,3,,10000,100,,,,,,1
43,0,44,0.0,3,,10000,100,,,,,,1
44,0,45,48.114967,3,,10000,100,,,,,,1
45,0,46,0.0,3,,10000,100,,,,,,1
46,0,47,0.0,3,,10000,100,,,,,,1
47,0,48,0.0,3,,10000,100,,,,,,1
48,0,49,0.0,3,,10000,100,,,,,,1
49,1,0,0.0,3,,10000,100,,,,,,1
50,1,2,0.0,3,,10000,100,,,,,,1
51,1,3,0.000557,3,,10000,100,,,,,,1
52,1,4,0.0,3,,10000,100,,,,,,1
53,1,5,0.000392,3,,10000,100,,,,,,1
54,1,6,0.0,3,,10000,100,,,,,,1
55,1,7,0.0,3,,10000,100,,,,,,1
56,1,8,0.0,3,,10000,100,,,,,,1
57,1,9,0.148482,3,,10000,100,,,,,,1
58,1,10,0.0,3,,10000,100,,,,,,1
59,1,11,0.0,3,,10000,100,,,,,,1
60,1,12,0.0,3,,10000,100,,,,,,1
61,1,13,0.06675,3,,10000,100,,,,,,1
62,1,14,7e-06,3,,10000,100,,,,,,1
63,1,15,0.0,3,,10000,100,,,,,,1
64,1,16,2.541343,3,,10000,100,,,,,,1
65,1,17,0.0,3,,10000,100,,,,,,1
66,1,18,0.0,3,,10000,100,,,,,,1
67,1,19,0.0,3,,10000,100,,,,,,1
68,1,20,0.0,3,,10000,100,,,,,,1
69,1,21,0.0,3,,10000,100,,,,,,1
70,1,22,0.0,3,,10000,100,,,,,,1
71,1,23,1.2e-05,3,,10000,100,,,,,,1
72,1,24,0.000559,3,,10000,100,,,,,,1
73,1,25,3e-06,3,,10000,100,,,,,,1
74,1,26,0.0,3,,10000,100,,,,,,1
75,1,27,1.1e-05,3,,10000,100,,,,,,1
76,1,28,0.0,3,,10000,100,,,,,,1
77,1,29,0.00857,3,,10000,100,,,,,,1
78,1,30,0.0,3,,10000,100,,,,,,1
79,1,31,0.008933,3,,10000,100,,,,,,1
80,1,32,1.9e-05,3,,10000,100,,,,,,1
81,1,33,0.0,3,,10000,100,,,,,,1
82,1,34,2.431611,3,,10000,100,,,,,,1
83,1,35,0.0,3,,10000,100,,,,,,1
84,1,36,0.0,3,,10000,100,,,,,,1
85,1,37,0.006947,3,,10000,100,,,,,,1
86,1,38,0.002549,3,,10000,100,,,,,,1
87,1,39,0.0,3,,10000,100,,,,,,1
88,1,40,0.0,3,,10000,100,,,,,,1
89,1,41,0.00111,3,,10000,100,,,,,,1
90,1,42,3.8e-05,3,,10000,100,,,,,,1
91,1,43,1.5e-05,3,,10000,100,,,,,,1
92,1,44,0.0,3,,10000,100,,,,,,1
93,1,45,4e-06,3,,10000,100,,,,,,1
94,1,46,0.0,3,,10000,100,,,,,,1
95,1,47,0.0,3,,10000,100,,,,,,1
96,1,48,0.0,3,,10000,100,,,,,,1
97,1,49,0.0,3,,10000,100,,,,,,1
98,2,0,0.0,3,,10000,100,,,,,,1
99,2,1,0.0,3,,10000,100,,,,,,1
100,2,3,0.070111,3,,10000,100,,,,,,1
101,2,4,0.0,3,,10000,100,,,,,,1
102,2,5,4e-06,3,,10000,100,,,,,,1
103,2,6,0.0,3,,10000,100,,,,,,1
104,2,7,0.0,3,,10000,100,,,,,,1
105,2,8,0.0,3,,10000,100,,,,,,1
106,2,9,0.357343,3,,10000,100,,,,,,1
107,2,10,0.000491,3,,10000,100,,,,,,1
108,2,11,0.0,3,,10000,100,,,,,,1
109,2,12,0.0,3,,10000,100,,,,,,1
110,2,13,0.784827,3,,10000,100,,,,,,1
111,2,14,0.0,3,,10000,100,,,,,,1
112,2,15,0.0,3,,10000,100,,,,,,1
113,2,16,32.44854,3,,10000,100,,,,,,1
114,2,17,0.0,3,,10000,100,,,,,,1
115,2,18,0.0,3,,10000,100,,,,,,1
116,2,19,2.1e-05,3,,10000,100,,,,,,1
117,2,20,0.0,3,,10000,100,,,,,,1
118,2,21,0.0,3,,10000,100,,,,,,1
119,2,22,0.027134,3,,10000,100,,,,,,1
120,2,23,0.0,3,,10000,100,,,,,,1
121,2,24,0.082541,3,,10000,100,,,,,,1
122,2,25,1.2e-05,3,,10000,100,,,,,,1
123,2,26,0.0,3,,10000,100,,,,,,1
124,2,27,0.0,3,,10000,100,,,,,,1
125,2,28,0.0,3,,10000,100,,,,,,1
126,2,29,0.087302,3,,10000,100,,,,,,1
127,2,30,0.0,3,,10000,100,,,,,,1
128,2,31,3.440388,3,,10000,100,,,,,,1
129,2,32,0.0,3,,10000,100,,,,,,1
130,2,33,0.0,3,,10000,100,,,,,,1
131,2,34,0.382193,3,,10000,100,,,,,,1
132,2,35,0.0,3,,10000,100,,,,,,1
133,2,36,0.0,3,,10000,100,,,,,,1
134,2,37,0.012583,3,,10000,100,,,,,,1
135,2,38,0.002775,3,,10000,100,,,,,,1
136,2,39,0.0,3,,10000,100,,,,,,1
137,2,40,0.0,3,,10000,100,,,,,,1
138,2,41,0.001495,3,,10000,100,,,,,,1
139,2,42,0.0,3,,10000,100,,,,,,1
140,2,43,0.0,3,,10000,100,,,,,,1
141,2,44,0.0,3,,10000,100,,,,,,1
142,2,45,0.0,3,,10000,100,,,,,,1
143,2,46,0.000796,3,,10000,100,,,,,,1
144,2,47,0.0,3,,10000,100,,,,,,1
145,2,48,0.0,3,,10000,100,,,,,,1
146,2,49,0.000448,3,,10000,100,,,,,,1
147,3,0,0.459485,3,,10000,100,,,,,,1
148,3,1,0.032566,3,,10000,100,,,,,,1
149,3,2,0.029526,3,,10000,100,,,,,,1
150,3,4,0.0,3,,10000,100,,,,,,1
151,3,5,0.957053,3,,10000,100,,,,,,1
152,3,6,0.177076,3,,10000,100,,,,,,1
153,3,7,0.003502,3,,10000,100,,,,,,1
154,3,8,0.396061,3,,10000,100,,,,,,1
155,3,9,5.487519,3,,10000,100,,,,,,1
156,3,10,0.033561,3,,10000,100,,,,,,1
157,3,11,0.987032,3,,10000,100,,,,,,1
158,3,12,0.000562,3,,10000,100,,,,,,1
159,3,13,5.139684,3,,10000,100,,,,,,1
160,3,14,0.114255,3,,10000,100,,,,,,1
161,3,15,0.001245,3,,10000,100,,,,,,1
162,3,16,121.302788,3,,10000,100,,,,,,1
163,3,17,0.0,3,,10000,100,,,,,,1
164,3,18,1e-05,3,,10000,100,,,,,,1
165,3,19,0.005014,3,,10000,100,,,,,,1
166,3,20,0.046463,3,,10000,100,,,,,,1
167,3,21,0.263109,3,,10000,100,,,,,,1
168,3,22,0.386599,3,,10000,100,,,,,,1
169,3,23,0.01369,3,,10000,100,,,,,,1
170,3,24,0.528021,3,,10000,100,,,,,,1
171,3,25,0.310562,3,,10000,100,,,,,,1
172,3,26,5e-06,3,,10000,100,,,,,,1
173,3,27,0.142753,3,,10000,100,,,,,,1
174,3,28,0.0,3,,10000,100,,,,,,1
175,3,29,0.812294,3,,10000,100,,,,,,1
176,3,30,0.0,3,,10000,100,,,,,,1
177,3,31,29.800382,3,,10000,100,,,,,,1
178,3,32,0.243553,3,,10000,100,,,,,,1
179,3,33,0.020371,3,,10000,100,,,,,,1
180,3,34,17.027518,3,,10000,100,,,,,,1
181,3,35,0.304349,3,,10000,100,,,,,,1
182,3,36,2e-05,3,,10000,100,,,,,,1
183,3,37,0.0154,3,,10000,100,,,,,,1
184,3,38,0.055281,3,,10000,100,,,,,,1
185,3,39,0.047831,3,,10000,100,,,,,,1
186,3,40,0.004345,3,,10000,100,,,,,,1
187,3,41,0.188305,3,,10000,100,,,,,,1
188,3,42,0.006209,3,,10000,100,,,,,,1
189,3,43,0.13933,3,,10000,100,,,,,,1
190,3,44,0.000401,3,,10000,100,,,,,,1
