tunnelID,src,dst,bandwidth,priority,Affinity,delay,hop,explicitPath,antiFaultType,resourceReserveType,exclude_links,exclude_nodes,isNormalTunnel
0,0,1,0.000102,3,,10000,100,,,,,,1
1,0,2,0.01063,3,,10000,100,,,,,,1
2,0,3,0.43103,3,,10000,100,,,,,,1
3,0,4,0.0,3,,10000,100,,,,,,1
4,0,5,0.065661,3,,10000,100,,,,,,1
5,0,6,0.01254,3,,10000,100,,,,,,1
6,0,7,0.029877,3,,10000,100,,,,,,1
7,0,8,0.049543,3,,10000,100,,,,,,1
8,0,9,13.907186,3,,10000,100,,,,,,1
9,0,10,3.541974,3,,10000,100,,,,,,1
10,0,11,0.153547,3,,10000,100,,,,,,1
11,0,12,0.047615,3,,10000,100,,,,,,1
12,0,13,2.191808,3,,10000,100,,,,,,1
13,0,14,0.114405,3,,10000,100,,,,,,1
14,0,15,1.305613,3,,10000,100,,,,,,1
15,0,16,200.229558,3,,10000,100,,,,,,1
16,0,17,0.0,3,,10000,100,,,,,,1
17,0,18,0.0,3,,10000,100,,,,,,1
18,0,19,0.178363,3,,10000,100,,,,,,1
19,0,20,0.0,3,,10000,100,,,,,,1
20,0,21,21.683805,3,,10000,100,,,,,,1
21,0,22,0.351644,3,,10000,100,,,,,,1
22,0,23,0.018262,3,,10000,100,,,,,,1
23,0,24,6.214918,3,,10000,100,,,,,,1
24,0,25,0.212896,3,,10000,100,,,,,,1
25,0,26,0.0,3,,10000,100,,,,,,1
26,0,27,0.005236,3,,10000,100,,,,,,1
27,0,28,0.0,3,,10000,100,,,,,,1
28,0,29,3.666603,3,,10000,100,,,,,,1
29,0,30,0.0,3,,10000,100,,,,,,1
30,0,31,0.131467,3,,10000,100,,,,,,1
31,0,32,0.058851,3,,10000,100,,,,,,1
32,0,33,0.0,3,,10000,100,,,,,,1
33,0,34,1.134229,3,,10000,100,,,,,,1
34,0,35,0.190051,3,,10000,100,,,,,,1
35,0,36,0.0,3,,10000,100,,,,,,1
36,0,37,0.004445,3,,10000,100,,,,,,1
37,0,38,0.400508,3,,10000,100,,,,,,1
38,0,39,0.060219,3,,10000,100,,,,,,1
39,0,40,0.0,3,,10000,100,,,,,,1
40,0,41,0.058459,3,,10000,100,,,,,,1
41,0,42,0.0,3,,10000,100,,,,,,1
42,0,43,0.081085,3,,10000,100,,,,,,1
43,0,44,0.002434,3,,10000,100,,,,,,1
44,0,45,90.035253,3,,10000,100,,,,,,1
45,0,46,0.0,3,,10000,100,,,,,,1
