tunnelID,src,dst,bandwidth,priority,Affinity,delay,hop,explicitPath,antiFaultType,resourceReserveType,exclude_links,exclude_nodes,isNormalTunnel
0,0,1,0.00028,3,,10000,100,,,,,,1
1,0,2,0.006531,3,,10000,100,,,,,,1
2,0,3,0.210192,3,,10000,100,,,,,,1
3,0,4,0.0,3,,10000,100,,,,,,1
4,0,5,0.103307,3,,10000,100,,,,,,1
5,0,6,0.010193,3,,10000,100,,,,,,1
6,0,7,0.0,3,,10000,100,,,,,,1
7,0,8,1.081156,3,,10000,100,,,,,,1
8,0,9,10.003199,3,,10000,100,,,,,,1
9,0,10,0.005816,3,,10000,100,,,,,,1
10,0,11,0.018753,3,,10000,100,,,,,,1
11,0,12,0.01693,3,,10000,100,,,,,,1
12,0,13,0.865082,3,,10000,100,,,,,,1
13,0,14,0.842417,3,,10000,100,,,,,,1
14,0,15,0.03065,3,,10000,100,,,,,,1
15,0,16,118.368276,3,,10000,100,,,,,,1
16,0,17,0.0,3,,10000,100,,,,,,1
17,0,18,0.0,3,,10000,100,,,,,,1
18,0,19,0.000102,3,,10000,100,,,,,,1
19,0,20,0.001556,3,,10000,100,,,,,,1
20,0,21,0.005887,3,,10000,100,,,,,,1
21,0,22,0.228238,3,,10000,100,,,,,,1
22,0,23,0.001391,3,,10000,100,,,,,,1
23,0,24,7.092072,3,,10000,100,,,,,,1
24,0,25,0.001063,3,,10000,100,,,,,,1
25,0,26,0.0,3,,10000,100,,,,,,1
26,0,27,0.004944,3,,10000,100,,,,,,1
27,0,28,0.0,3,,10000,100,,,,,,1
28,0,29,3.545578,3,,10000,100,,,,,,1
29,0,30,0.0,3,,10000,100,,,,,,1
30,0,31,0.048271,3,,10000,100,,,,,,1
31,0,32,0.0,3,,10000,100,,,,,,1
32,0,33,0.0,3,,10000,100,,,,,,1
33,0,34,0.233988,3,,10000,100,,,,,,1
34,0,35,0.124262,3,,10000,100,,,,,,1
35,0,36,0.0,3,,10000,100,,,,,,1
36,0,37,0.000987,3,,10000,100,,,,,,1
37,0,38,0.020925,3,,10000,100,,,,,,1
38,0,39,0.058065,3,,10000,100,,,,,,1
39,0,40,0.0,3,,10000,100,,,,,,1
40,0,41,0.148527,3,,10000,100,,,,,,1
41,0,42,0.015259,3,,10000,100,,,,,,1
42,0,43,0.051137,3,,10000,100,,,,,,1
43,0,44,0.0,3,,10000,100,,,,,,1
44,0,45,62.128283,3,,10000,100,,,,,,1
45,0,46,0.003916,3,,10000,100,,,,,,1
46,0,47,0.0,3,,10000,100,,,,,,1
47,0,48,0.0,3,,10000,100,,,,,,1
48,0,49,0.0,3,,10000,100,,,,,,1
49,1,0,0.000378,3,,10000,100,,,,,,1
50,1,2,0.000537,3,,10000,100,,,,,,1
51,1,3,0.075638,3,,10000,100,,,,,,1
52,1,4,0.0,3,,10000,100,,,,,,1
53,1,5,0.00023,3,,10000,100,,,,,,1
54,1,6,2.5e-05,3,,10000,100,,,,,,1
55,1,7,0.0,3,,10000,100,,,,,,1
56,1,8,0.0,3,,10000,100,,,,,,1
57,1,9,0.43514,3,,10000,100,,,,,,1
58,1,10,0.000579,3,,10000,100,,,,,,1
59,1,11,0.003815,3,,10000,100,,,,,,1
60,1,12,0.0,3,,10000,100,,,,,,1
61,1,13,0.210576,3,,10000,100,,,,,,1
62,1,14,0.000124,3,,10000,100,,,,,,1
63,1,15,0.0,3,,10000,100,,,,,,1
64,1,16,4.692965,3,,10000,100,,,,,,1
65,1,17,0.0,3,,10000,100,,,,,,1
66,1,18,0.0,3,,10000,100,,,,,,1
67,1,19,3e-06,3,,10000,100,,,,,,1
68,1,20,0.00016,3,,10000,100,,,,,,1
69,1,21,0.007634,3,,10000,100,,,,,,1
70,1,22,0.029189,3,,10000,100,,,,,,1
71,1,23,0.001559,3,,10000,100,,,,,,1
72,1,24,0.043545,3,,10000,100,,,,,,1
73,1,25,0.00125,3,,10000,100,,,,,,1
74,1,26,0.001139,3,,10000,100,,,,,,1
75,1,27,0.000349,3,,10000,100,,,,,,1
76,1,28,0.0,3,,10000,100,,,,,,1
77,1,29,0.066687,3,,10000,100,,,,,,1
78,1,30,0.0,3,,10000,100,,,,,,1
79,1,31,0.061876,3,,10000,100,,,,,,1
80,1,32,0.003849,3,,10000,100,,,,,,1
81,1,33,9e-06,3,,10000,100,,,,,,1
82,1,34,3.499106,3,,10000,100,,,,,,1
83,1,35,0.0,3,,10000,100,,,,,,1
84,1,36,0.0,3,,10000,100,,,,,,1
85,1,37,0.129023,3,,10000,100,,,,,,1
86,1,38,0.013489,3,,10000,100,,,,,,1
87,1,39,0.0,3,,10000,100,,,,,,1
88,1,40,0.0,3,,10000,100,,,,,,1
89,1,41,0.456796,3,,10000,100,,,,,,1
90,1,42,2.2e-05,3,,10000,100,,,,,,1
91,1,43,1.9e-05,3,,10000,100,,,,,,1
92,1,44,0.0,3,,10000,100,,,,,,1
93,1,45,0.007945,3,,10000,100,,,,,,1
94,1,46,0.0,3,,10000,100,,,,,,1
95,1,47,0.001824,3,,10000,100,,,,,,1
96,1,48,0.0,3,,10000,100,,,,,,1
97,1,49,0.008948,3,,10000,100,,,,,,1
98,2,0,0.620382,3,,10000,100,,,,,,1
99,2,1,0.01461,3,,10000,100,,,,,,1
100,2,3,3.634441,3,,10000,100,,,,,,1
101,2,4,0.0,3,,10000,100,,,,,,1
102,2,5,0.020976,3,,10000,100,,,,,,1
103,2,6,0.007222,3,,10000,100,,,,,,1
104,2,7,0.0,3,,10000,100,,,,,,1
105,2,8,0.0,3,,10000,100,,,,,,1
106,2,9,0.651349,3,,10000,100,,,,,,1
107,2,10,0.001874,3,,10000,100,,,,,,1
108,2,11,0.000102,3,,10000,100,,,,,,1
109,2,12,0.0,3,,10000,100,,,,,,1
110,2,13,0.096371,3,,10000,100,,,,,,1
111,2,14,0.003611,3,,10000,100,,,,,,1
112,2,15,0.0,3,,10000,100,,,,,,1
113,2,16,15.891089,3,,10000,100,,,,,,1
114,2,17,0.0,3,,10000,100,,,,,,1
115,2,18,0.0,3,,10000,100,,,,,,1
116,2,19,0.004038,3,,10000,100,,,,,,1
117,2,20,0.0,3,,10000,100,,,,,,1
118,2,21,0.0,3,,10000,100,,,,,,1
119,2,22,0.074664,3,,10000,100,,,,,,1
