tunnelID,src,dst,bandwidth,priority,Affinity,delay,hop,explicitPath,antiFaultType,resourceReserveType,exclude_links,exclude_nodes,isNormalTunnel
0,0,1,0.0,3,,10000,100,,,,,,1
1,0,2,0.0,3,,10000,100,,,,,,1
2,0,3,0.027807,3,,10000,100,,,,,,1
3,0,4,0.0,3,,10000,100,,,,,,1
4,0,5,0.103149,3,,10000,100,,,,,,1
5,0,6,0.007233,3,,10000,100,,,,,,1
6,0,7,0.0,3,,10000,100,,,,,,1
7,0,8,0.00027,3,,10000,100,,,,,,1
8,0,9,7.76859,3,,10000,100,,,,,,1
9,0,10,0.002065,3,,10000,100,,,,,,1
10,0,11,0.043571,3,,10000,100,,,,,,1
11,0,12,0.0,3,,10000,100,,,,,,1
12,0,13,1.893392,3,,10000,100,,,,,,1
13,0,14,0.066366,3,,10000,100,,,,,,1
14,0,15,0.0,3,,10000,100,,,,,,1
15,0,16,102.074074,3,,10000,100,,,,,,1
16,0,17,0.0,3,,10000,100,,,,,,1
17,0,18,0.0,3,,10000,100,,,,,,1
18,0,19,0.000132,3,,10000,100,,,,,,1
19,0,20,0.000102,3,,10000,100,,,,,,1
20,0,21,1.262828,3,,10000,100,,,,,,1
21,0,22,0.036207,3,,10000,100,,,,,,1
22,0,23,0.000132,3,,10000,100,,,,,,1
23,0,24,0.989802,3,,10000,100,,,,,,1
24,0,25,0.084544,3,,10000,100,,,,,,1
25,0,26,0.0,3,,10000,100,,,,,,1
26,0,27,0.000102,3,,10000,100,,,,,,1
27,0,28,0.0,3,,10000,100,,,,,,1
28,0,29,2.422852,3,,10000,100,,,,,,1
29,0,30,0.0,3,,10000,100,,,,,,1
30,0,31,0.024757,3,,10000,100,,,,,,1
31,0,32,0.0,3,,10000,100,,,,,,1
32,0,33,0.0,3,,10000,100,,,,,,1
33,0,34,0.031326,3,,10000,100,,,,,,1
34,0,35,0.004575,3,,10000,100,,,,,,1
35,0,36,0.000313,3,,10000,100,,,,,,1
36,0,37,0.0012,3,,10000,100,,,,,,1
37,0,38,0.050412,3,,10000,100,,,,,,1
38,0,39,0.000224,3,,10000,100,,,,,,1
39,0,40,0.0,3,,10000,100,,,,,,1
40,0,41,0.002243,3,,10000,100,,,,,,1
41,0,42,0.0,3,,10000,100,,,,,,1
42,0,43,0.031008,3,,10000,100,,,,,,1
43,0,44,0.0,3,,10000,100,,,,,,1
44,0,45,35.707064,3,,10000,100,,,,,,1
45,0,46,0.0,3,,10000,100,,,,,,1
46,0,47,0.0,3,,10000,100,,,,,,1
47,0,48,0.0,3,,10000,100,,,,,,1
48,0,49,0.000102,3,,10000,100,,,,,,1
49,1,0,0.0,3,,10000,100,,,,,,1
50,1,2,0.0,3,,10000,100,,,,,,1
51,1,3,0.000425,3,,10000,100,,,,,,1
52,1,4,0.0,3,,10000,100,,,,,,1
53,1,5,0.001066,3,,10000,100,,,,,,1
54,1,6,0.0,3,,10000,100,,,,,,1
55,1,7,0.0,3,,10000,100,,,,,,1
56,1,8,0.0,3,,10000,100,,,,,,1
57,1,9,0.023866,3,,10000,100,,,,,,1
58,1,10,0.0,3,,10000,100,,,,,,1
59,1,11,0.154094,3,,10000,100,,,,,,1
60,1,12,0.0,3,,10000,100,,,,,,1
61,1,13,0.024079,3,,10000,100,,,,,,1
62,1,14,4e-06,3,,10000,100,,,,,,1
63,1,15,0.0,3,,10000,100,,,,,,1
64,1,16,2.566151,3,,10000,100,,,,,,1
65,1,17,0.0,3,,10000,100,,,,,,1
66,1,18,0.0,3,,10000,100,,,,,,1
67,1,19,0.0,3,,10000,100,,,,,,1
68,1,20,0.000193,3,,10000,100,,,,,,1
69,1,21,1e-05,3,,10000,100,,,,,,1
70,1,22,0.000167,3,,10000,100,,,,,,1
71,1,23,1.2e-05,3,,10000,100,,,,,,1
72,1,24,0.000217,3,,10000,100,,,,,,1
73,1,25,2e-06,3,,10000,100,,,,,,1
74,1,26,0.0,3,,10000,100,,,,,,1
75,1,27,0.0,3,,10000,100,,,,,,1
76,1,28,0.0,3,,10000,100,,,,,,1
77,1,29,0.008157,3,,10000,100,,,,,,1
78,1,30,0.0,3,,10000,100,,,,,,1
79,1,31,0.00514,3,,10000,100,,,,,,1
80,1,32,1.3e-05,3,,10000,100,,,,,,1
81,1,33,0.0,3,,10000,100,,,,,,1
82,1,34,1.394676,3,,10000,100,,,,,,1
83,1,35,0.0,3,,10000,100,,,,,,1
84,1,36,0.0,3,,10000,100,,,,,,1
85,1,37,0.007532,3,,10000,100,,,,,,1
86,1,38,7.3e-05,3,,10000,100,,,,,,1
87,1,39,0.0,3,,10000,100,,,,,,1
88,1,40,0.0,3,,10000,100,,,,,,1
89,1,41,0.000824,3,,10000,100,,,,,,1
90,1,42,3.9e-05,3,,10000,100,,,,,,1
91,1,43,1.6e-05,3,,10000,100,,,,,,1
92,1,44,0.0,3,,10000,100,,,,,,1
93,1,45,0.0,3,,10000,100,,,,,,1
94,1,46,0.0,3,,10000,100,,,,,,1
95,1,47,0.0,3,,10000,100,,,,,,1
96,1,48,0.0,3,,10000,100,,,,,,1
97,1,49,0.0,3,,10000,100,,,,,,1
98,2,0,0.0,3,,10000,100,,,,,,1
99,2,1,0.0,3,,10000,100,,,,,,1
100,2,3,2.109131,3,,10000,100,,,,,,1
101,2,4,0.0,3,,10000,100,,,,,,1
102,2,5,0.0,3,,10000,100,,,,,,1
103,2,6,0.0,3,,10000,100,,,,,,1
104,2,7,0.0,3,,10000,100,,,,,,1
105,2,8,1.5e-05,3,,10000,100,,,,,,1
106,2,9,0.337729,3,,10000,100,,,,,,1
107,2,10,0.002097,3,,10000,100,,,,,,1
108,2,11,0.0,3,,10000,100,,,,,,1
109,2,12,0.0,3,,10000,100,,,,,,1
110,2,13,1.436631,3,,10000,100,,,,,,1
111,2,14,2e-06,3,,10000,100,,,,,,1
112,2,15,0.0,3,,10000,100,,,,,,1
113,2,16,23.17145,3,,10000,100,,,,,,1
114,2,17,0.0,3,,10000,100,,,,,,1
115,2,18,0.0,3,,10000,100,,,,,,1
116,2,19,0.0,3,,10000,100,,,,,,1
117,2,20,0.0,3,,10000,100,,,,,,1
118,2,21,0.0,3,,10000,100,,,,,,1
119,2,22,0.002638,3,,10000,100,,,,,,1
120,2,23,0.0,3,,10000,100,,,,,,1
121,2,24,0.0,3,,10000,100,,,,,,1
122,2,25,1e-05,3,,10000,100,,,,,,1
123,2,26,0.0,3,,10000,100,,,,,,1
124,2,27,0.0,3,,10000,100,,,,,,1
125,2,28,0.0,3,,10000,100,,,,,,1
126,2,29,0.110333,3,,10000,100,,,,,,1
127,2,30,0.0,3,,10000,100,,,,,,1
128,2,31,2.200127,3,,10000,100,,,,,,1
129,2,32,0.0,3,,10000,100,,,,,,1
130,2,33,0.0,3,,10000,100,,,,,,1
131,2,34,27.354767,3,,10000,100,,,,,,1
132,2,35,0.0,3,,10000,100,,,,,,1
133,2,36,0.0,3,,10000,100,,,,,,1
134,2,37,0.014596,3,,10000,100,,,,,,1
135,2,38,0.000169,3,,10000,100,,,,,,1
136,2,39,2e-06,3,,10000,100,,,,,,1
137,2,40,0.0,3,,10000,100,,,,,,1
138,2,41,0.001373,3,,10000,100,,,,,,1
139,2,42,0.0,3,,10000,100,,,,,,1
140,2,43,1.3e-05,3,,10000,100,,,,,,1
141,2,44,0.0,3,,10000,100,,,,,,1
142,2,45,2e-06,3,,10000,100,,,,,,1
143,2,46,0.0,3,,10000,100,,,,,,1
144,2,47,0.0,3,,10000,100,,,,,,1
145,2,48,0.0,3,,10000,100,,,,,,1
146,2,49,0.000132,3,,10000,100,,,,,,1
147,3,0,0.384724,3,,10000,100,,,,,,1
148,3,1,0.002976,3,,10000,100,,,,,,1
149,3,2,0.013217,3,,10000,100,,,,,,1
150,3,4,0.0,3,,10000,100,,,,,,1
151,3,5,0.215319,3,,10000,100,,,,,,1
152,3,6,0.062847,3,,10000,100,,,,,,1
153,3,7,0.279959,3,,10000,100,,,,,,1
154,3,8,0.432342,3,,10000,100,,,,,,1
155,3,9,4.687138,3,,10000,100,,,,,,1
156,3,10,0.006821,3,,10000,100,,,,,,1
157,3,11,0.39059,3,,10000,100,,,,,,1
158,3,12,0.001391,3,,10000,100,,,,,,1
159,3,13,2.250879,3,,10000,100,,,,,,1
160,3,14,0.247985,3,,10000,100,,,,,,1
161,3,15,0.001389,3,,10000,100,,,,,,1
162,3,16,114.479997,3,,10000,100,,,,,,1
163,3,17,0.0,3,,10000,100,,,,,,1
164,3,18,0.0,3,,10000,100,,,,,,1
165,3,19,0.015351,3,,10000,100,,,,,,1
166,3,20,0.029896,3,,10000,100,,,,,,1
167,3,21,0.262482,3,,10000,100,,,,,,1
168,3,22,0.101441,3,,10000,100,,,,,,1
169,3,23,0.034825,3,,10000,100,,,,,,1
170,3,24,0.570214,3,,10000,100,,,,,,1
171,3,25,0.13483,3,,10000,100,,,,,,1
172,3,26,5e-06,3,,10000,100,,,,,,1
173,3,27,0.030861,3,,10000,100,,,,,,1
174,3,28,0.0,3,,10000,100,,,,,,1
175,3,29,1.075708,3,,10000,100,,,,,,1
176,3,30,0.0,3,,10000,100,,,,,,1
177,3,31,27.35752,3,,10000,100,,,,,,1
178,3,32,0.243551,3,,10000,100,,,,,,1
179,3,33,0.023915,3,,10000,100,,,,,,1
180,3,34,20.539417,3,,10000,100,,,,,,1
181,3,35,0.0424,3,,10000,100,,,,,,1
182,3,36,1.9e-05,3,,10000,100,,,,,,1
183,3,37,0.081661,3,,10000,100,,,,,,1
184,3,38,0.079388,3,,10000,100,,,,,,1
185,3,39,0.019004,3,,10000,100,,,,,,1
186,3,40,0.003685,3,,10000,100,,,,,,1
187,3,41,1.305546,3,,10000,100,,,,,,1
188,3,42,0.000299,3,,10000,100,,,,,,1
189,3,43,0.121793,3,,10000,100,,,,,,1
