tunnelID,src,dst,bandwidth,priority,Affinity,delay,hop,explicitPath,antiFaultType,resourceReserveType,exclude_links,exclude_nodes,isNormalTunnel
0,0,1,0.001595,3,,10000,100,,,,,,1
1,0,2,0.0,3,,10000,100,,,,,,1
2,0,3,7.11305,3,,10000,100,,,,,,1
3,0,4,0.0,3,,10000,100,,,,,,1
4,0,5,0.069033,3,,10000,100,,,,,,1
5,0,6,0.035055,3,,10000,100,,,,,,1
6,0,7,0.0,3,,10000,100,,,,,,1
7,0,8,0.024572,3,,10000,100,,,,,,1
8,0,9,11.000432,3,,10000,100,,,,,,1
9,0,10,0.31076,3,,10000,100,,,,,,1
10,0,11,0.052561,3,,10000,100,,,,,,1
11,0,12,0.01801,3,,10000,100,,,,,,1
12,0,13,3.540873,3,,10000,100,,,,,,1
13,0,14,4.983716,3,,10000,100,,,,,,1
14,0,15,0.0,3,,10000,100,,,,,,1
15,0,16,288.540833,3,,10000,100,,,,,,1
16,0,17,0.0,3,,10000,100,,,,,,1
17,0,18,0.0,3,,10000,100,,,,,,1
18,0,19,0.136958,3,,10000,100,,,,,,1
19,0,20,0.003713,3,,10000,100,,,,,,1
20,0,21,1.812202,3,,10000,100,,,,,,1
21,0,22,2.251653,3,,10000,100,,,,,,1
22,0,23,0.038185,3,,10000,100,,,,,,1
23,0,24,1.219513,3,,10000,100,,,,,,1
24,0,25,0.057121,3,,10000,100,,,,,,1
25,0,26,0.0,3,,10000,100,,,,,,1
26,0,27,0.05703,3,,10000,100,,,,,,1
27,0,28,0.0,3,,10000,100,,,,,,1
28,0,29,3.936117,3,,10000,100,,,,,,1
29,0,30,0.0,3,,10000,100,,,,,,1
30,0,31,0.111094,3,,10000,100,,,,,,1
31,0,32,0.013626,3,,10000,100,,,,,,1
32,0,33,0.010986,3,,10000,100,,,,,,1
33,0,34,56.772105,3,,10000,100,,,,,,1
34,0,35,0.135674,3,,10000,100,,,,,,1
35,0,36,0.0,3,,10000,100,,,,,,1
