tunnelID,src,dst,bandwidth,priority,Affinity,delay,hop,explicitPath,antiFaultType,resourceReserveType,exclude_links,exclude_nodes,isNormalTunnel
0,0,1,0.014137,3,,10000,100,,,,,,1
1,0,2,0.00528,3,,10000,100,,,,,,1
2,0,3,1.077929,3,,10000,100,,,,,,1
3,0,4,0.0,3,,10000,100,,,,,,1
4,0,5,0.103584,3,,10000,100,,,,,,1
5,0,6,0.031779,3,,10000,100,,,,,,1
6,0,7,0.00486,3,,10000,100,,,,,,1
7,0,8,0.359517,3,,10000,100,,,,,,1
8,0,9,8.19637,3,,10000,100,,,,,,1
9,0,10,0.005569,3,,10000,100,,,,,,1
10,0,11,0.05912,3,,10000,100,,,,,,1
11,0,12,0.049324,3,,10000,100,,,,,,1
12,0,13,3.479673,3,,10000,100,,,,,,1
13,0,14,1.39108,3,,10000,100,,,,,,1
14,0,15,0.0,3,,10000,100,,,,,,1
15,0,16,185.048047,3,,10000,100,,,,,,1
16,0,17,0.0,3,,10000,100,,,,,,1
17,0,18,0.0,3,,10000,100,,,,,,1
18,0,19,0.018857,3,,10000,100,,,,,,1
19,0,20,0.0,3,,10000,100,,,,,,1
20,0,21,0.118184,3,,10000,100,,,,,,1
21,0,22,7.947154,3,,10000,100,,,,,,1
22,0,23,0.010267,3,,10000,100,,,,,,1
23,0,24,2.386317,3,,10000,100,,,,,,1
24,0,25,0.081479,3,,10000,100,,,,,,1
25,0,26,0.0,3,,10000,100,,,,,,1
26,0,27,0.065249,3,,10000,100,,,,,,1
27,0,28,0.0,3,,10000,100,,,,,,1
28,0,29,5.706902,3,,10000,100,,,,,,1
29,0,30,0.0,3,,10000,100,,,,,,1
30,0,31,1.809163,3,,10000,100,,,,,,1
31,0,32,0.01373,3,,10000,100,,,,,,1
32,0,33,0.0,3,,10000,100,,,,,,1
33,0,34,0.026171,3,,10000,100,,,,,,1
34,0,35,0.181468,3,,10000,100,,,,,,1
35,0,36,0.0,3,,10000,100,,,,,,1
36,0,37,0.008481,3,,10000,100,,,,,,1
37,0,38,0.071793,3,,10000,100,,,,,,1
38,0,39,0.008832,3,,10000,100,,,,,,1
39,0,40,0.00059,3,,10000,100,,,,,,1
40,0,41,0.158429,3,,10000,100,,,,,,1
41,0,42,0.028664,3,,10000,100,,,,,,1
42,0,43,0.012807,3,,10000,100,,,,,,1
43,0,44,0.044154,3,,10000,100,,,,,,1
44,0,45,96.719966,3,,10000,100,,,,,,1
45,0,46,0.007629,3,,10000,100,,,,,,1
46,0,47,0.0,3,,10000,100,,,,,,1
47,0,48,0.0,3,,10000,100,,,,,,1
48,0,49,0.003815,3,,10000,100,,,,,,1
49,1,0,0.00244,3,,10000,100,,,,,,1
50,1,2,0.003076,3,,10000,100,,,,,,1
51,1,3,0.087554,3,,10000,100,,,,,,1
52,1,4,0.0,3,,10000,100,,,,,,1
53,1,5,0.003346,3,,10000,100,,,,,,1
54,1,6,0.003677,3,,10000,100,,,,,,1
55,1,7,0.0,3,,10000,100,,,,,,1
56,1,8,0.0,3,,10000,100,,,,,,1
57,1,9,0.446546,3,,10000,100,,,,,,1
58,1,10,0.000579,3,,10000,100,,,,,,1
59,1,11,0.000102,3,,10000,100,,,,,,1
60,1,12,0.0,3,,10000,100,,,,,,1
61,1,13,0.194812,3,,10000,100,,,,,,1
62,1,14,0.007365,3,,10000,100,,,,,,1
63,1,15,0.0,3,,10000,100,,,,,,1
64,1,16,9.529651,3,,10000,100,,,,,,1
65,1,17,0.0,3,,10000,100,,,,,,1
66,1,18,0.0,3,,10000,100,,,,,,1
67,1,19,0.000445,3,,10000,100,,,,,,1
68,1,20,0.0,3,,10000,100,,,,,,1
69,1,21,0.013736,3,,10000,100,,,,,,1
70,1,22,0.045969,3,,10000,100,,,,,,1
71,1,23,1.5e-05,3,,10000,100,,,,,,1
72,1,24,0.047527,3,,10000,100,,,,,,1
73,1,25,4e-06,3,,10000,100,,,,,,1
74,1,26,0.0,3,,10000,100,,,,,,1
75,1,27,6e-06,3,,10000,100,,,,,,1
76,1,28,0.0,3,,10000,100,,,,,,1
77,1,29,0.130826,3,,10000,100,,,,,,1
78,1,30,0.0,3,,10000,100,,,,,,1
79,1,31,0.107904,3,,10000,100,,,,,,1
80,1,32,1.3e-05,3,,10000,100,,,,,,1
81,1,33,0.0,3,,10000,100,,,,,,1
82,1,34,4.055526,3,,10000,100,,,,,,1
83,1,35,0.008516,3,,10000,100,,,,,,1
84,1,36,0.0,3,,10000,100,,,,,,1
85,1,37,0.013239,3,,10000,100,,,,,,1
86,1,38,6.2e-05,3,,10000,100,,,,,,1
87,1,39,0.002359,3,,10000,100,,,,,,1
88,1,40,0.001392,3,,10000,100,,,,,,1
89,1,41,0.01391,3,,10000,100,,,,,,1
90,1,42,0.052184,3,,10000,100,,,,,,1
91,1,43,0.004512,3,,10000,100,,,,,,1
92,1,44,0.0,3,,10000,100,,,,,,1
93,1,45,1e-06,3,,10000,100,,,,,,1
94,1,46,0.0,3,,10000,100,,,,,,1
95,1,47,0.0,3,,10000,100,,,,,,1
96,1,48,0.0,3,,10000,100,,,,,,1
97,1,49,0.000102,3,,10000,100,,,,,,1
98,2,0,0.005897,3,,10000,100,,,,,,1
99,2,1,0.001986,3,,10000,100,,,,,,1
100,2,3,0.050659,3,,10000,100,,,,,,1
101,2,4,0.0,3,,10000,100,,,,,,1
102,2,5,0.003628,3,,10000,100,,,,,,1
103,2,6,0.0,3,,10000,100,,,,,,1
104,2,7,0.0,3,,10000,100,,,,,,1
105,2,8,0.002096,3,,10000,100,,,,,,1
106,2,9,1.543881,3,,10000,100,,,,,,1
107,2,10,3e-05,3,,10000,100,,,,,,1
108,2,11,0.0,3,,10000,100,,,,,,1
109,2,12,0.0,3,,10000,100,,,,,,1
110,2,13,1.463652,3,,10000,100,,,,,,1
111,2,14,0.007224,3,,10000,100,,,,,,1
112,2,15,0.0,3,,10000,100,,,,,,1
113,2,16,43.738369,3,,10000,100,,,,,,1
114,2,17,0.0,3,,10000,100,,,,,,1
115,2,18,0.0,3,,10000,100,,,,,,1
116,2,19,0.000264,3,,10000,100,,,,,,1
117,2,20,0.0,3,,10000,100,,,,,,1
118,2,21,0.0,3,,10000,100,,,,,,1
119,2,22,0.118191,3,,10000,100,,,,,,1
120,2,23,0.0,3,,10000,100,,,,,,1
121,2,24,0.059096,3,,10000,100,,,,,,1
122,2,25,0.0002,3,,10000,100,,,,,,1
123,2,26,0.0,3,,10000,100,,,,,,1
124,2,27,0.0,3,,10000,100,,,,,,1
125,2,28,0.0,3,,10000,100,,,,,,1
126,2,29,0.548919,3,,10000,100,,,,,,1
127,2,30,0.0,3,,10000,100,,,,,,1
128,2,31,3.692878,3,,10000,100,,,,,,1
129,2,32,0.0,3,,10000,100,,,,,,1
130,2,33,0.0,3,,10000,100,,,,,,1
131,2,34,9.331581,3,,10000,100,,,,,,1
132,2,35,0.003614,3,,10000,100,,,,,,1
133,2,36,0.0,3,,10000,100,,,,,,1
134,2,37,0.041583,3,,10000,100,,,,,,1
135,2,38,0.000185,3,,10000,100,,,,,,1
136,2,39,0.0,3,,10000,100,,,,,,1
137,2,40,0.002576,3,,10000,100,,,,,,1
138,2,41,0.025805,3,,10000,100,,,,,,1
139,2,42,0.003832,3,,10000,100,,,,,,1
140,2,43,1.3e-05,3,,10000,100,,,,,,1
141,2,44,0.0,3,,10000,100,,,,,,1
142,2,45,4.6e-05,3,,10000,100,,,,,,1
143,2,46,0.0,3,,10000,100,,,,,,1
144,2,47,0.0,3,,10000,100,,,,,,1
145,2,48,0.0,3,,10000,100,,,,,,1
146,2,49,0.017666,3,,10000,100,,,,,,1
147,3,0,0.859808,3,,10000,100,,,,,,1
148,3,1,0.254152,3,,10000,100,,,,,,1
149,3,2,0.07114,3,,10000,100,,,,,,1
150,3,4,0.0,3,,10000,100,,,,,,1
151,3,5,1.053244,3,,10000,100,,,,,,1
152,3,6,0.341282,3,,10000,100,,,,,,1
153,3,7,0.076788,3,,10000,100,,,,,,1
154,3,8,0.918112,3,,10000,100,,,,,,1
155,3,9,8.081104,3,,10000,100,,,,,,1
156,3,10,0.14708,3,,10000,100,,,,,,1
157,3,11,1.676539,3,,10000,100,,,,,,1
158,3,12,0.00699,3,,10000,100,,,,,,1
159,3,13,5.07924,3,,10000,100,,,,,,1
160,3,14,1.08434,3,,10000,100,,,,,,1
161,3,15,0.291197,3,,10000,100,,,,,,1
162,3,16,215.13723,3,,10000,100,,,,,,1
163,3,17,0.0,3,,10000,100,,,,,,1
164,3,18,0.017637,3,,10000,100,,,,,,1
165,3,19,1.036429,3,,10000,100,,,,,,1
166,3,20,5.172764,3,,10000,100,,,,,,1
167,3,21,7.898772,3,,10000,100,,,,,,1
168,3,22,1.416258,3,,10000,100,,,,,,1
169,3,23,0.221524,3,,10000,100,,,,,,1
170,3,24,6.902238,3,,10000,100,,,,,,1
171,3,25,0.841001,3,,10000,100,,,,,,1
172,3,26,0.041406,3,,10000,100,,,,,,1
173,3,27,0.338657,3,,10000,100,,,,,,1
174,3,28,0.0,3,,10000,100,,,,,,1
175,3,29,2.979994,3,,10000,100,,,,,,1
176,3,30,0.0,3,,10000,100,,,,,,1
177,3,31,52.646546,3,,10000,100,,,,,,1
178,3,32,0.919363,3,,10000,100,,,,,,1
179,3,33,0.137593,3,,10000,100,,,,,,1
180,3,34,28.551639,3,,10000,100,,,,,,1
181,3,35,0.916772,3,,10000,100,,,,,,1
182,3,36,0.000352,3,,10000,100,,,,,,1
183,3,37,0.631414,3,,10000,100,,,,,,1
184,3,38,0.444495,3,,10000,100,,,,,,1
185,3,39,0.23696,3,,10000,100,,,,,,1
186,3,40,0.011246,3,,10000,100,,,,,,1
187,3,41,0.576573,3,,10000,100,,,,,,1
188,3,42,0.144154,3,,10000,100,,,,,,1
189,3,43,1.290903,3,,10000,100,,,,,,1
190,3,44,0.342413,3,,10000,100,,,,,,1
191,3,45,0.261487,3,,10000,100,,,,,,1
192,3,46,1.366266,3,,10000,100,,,,,,1
193,3,47,0.000126,3,,10000,100,,,,,,1
194,3,48,0.0,3,,10000,100,,,,,,1
195,3,49,0.354474,3,,10000,100,,,,,,1
196,4,0,0.0,3,,10000,100,,,,,,1
197,4,1,0.0,3,,10000,100,,,,,,1
198,4,2,0.0,3,,10000,100,,,,,,1
199,4,3,0.0,3,,10000,100,,,,,,1
200,4,5,0.0,3,,10000,100,,,,,,1
201,4,6,0.0,3,,10000,100,,,,,,1
202,4,7,0.0,3,,10000,100,,,,,,1
203,4,8,0.0,3,,10000,100,,,,,,1
204,4,9,0.0,3,,10000,100,,,,,,1
205,4,10,0.0,3,,10000,100,,,,,,1
206,4,11,0.0,3,,10000,100,,,,,,1
207,4,12,0.0,3,,10000,100,,,,,,1
208,4,13,0.0,3,,10000,100,,,,,,1
209,4,14,0.0,3,,10000,100,,,,,,1
210,4,15,0.0,3,,10000,100,,,,,,1
211,4,16,0.0,3,,10000,100,,,,,,1
212,4,17,0.0,3,,10000,100,,,,,,1
213,4,18,0.0,3,,10000,100,,,,,,1
214,4,19,0.0,3,,10000,100,,,,,,1
215,4,20,0.0,3,,10000,100,,,,,,1
216,4,21,0.0,3,,10000,100,,,,,,1
217,4,22,0.0,3,,10000,100,,,,,,1
218,4,23,0.0,3,,10000,100,,,,,,1
219,4,24,0.0,3,,10000,100,,,,,,1
220,4,25,0.0,3,,10000,100,,,,,,1
221,4,26,0.0,3,,10000,100,,,,,,1
222,4,27,0.0,3,,10000,100,,,,,,1
223,4,28,0.0,3,,10000,100,,,,,,1
224,4,29,0.0,3,,10000,100,,,,,,1
225,4,30,0.0,3,,10000,100,,,,,,1
226,4,31,0.0,3,,10000,100,,,,,,1
227,4,32,0.0,3,,10000,100,,,,,,1
228,4,33,0.0,3,,10000,100,,,,,,1
229,4,34,0.0,3,,10000,100,,,,,,1
230,4,35,0.0,3,,10000,100,,,,,,1
231,4,36,0.0,3,,10000,100,,,,,,1
232,4,37,0.0,3,,10000,100,,,,,,1
233,4,38,0.0,3,,10000,100,,,,,,1
234,4,39,0.0,3,,10000,100,,,,,,1
235,4,40,0.0,3,,10000,100,,,,,,1
236,4,41,0.0,3,,10000,100,,,,,,1
237,4,42,0.0,3,,10000,100,,,,,,1
