tunnelID,src,dst,bandwidth,priority,Affinity,delay,hop,explicitPath,antiFaultType,resourceReserveType,exclude_links,exclude_nodes,isNormalTunnel
0,0,1,0.0,3,,10000,100,,,,,,1
1,0,2,0.000132,3,,10000,100,,,,,,1
2,0,3,5.603043,3,,10000,100,,,,,,1
3,0,4,0.0,3,,10000,100,,,,,,1
4,0,5,0.069534,3,,10000,100,,,,,,1
5,0,6,0.055077,3,,10000,100,,,,,,1
6,0,7,0.005931,3,,10000,100,,,,,,1
7,0,8,0.007507,3,,10000,100,,,,,,1
8,0,9,18.153887,3,,10000,100,,,,,,1
9,0,10,0.001134,3,,10000,100,,,,,,1
10,0,11,0.053942,3,,10000,100,,,,,,1
11,0,12,0.003815,3,,10000,100,,,,,,1
12,0,13,5.253075,3,,10000,100,,,,,,1
13,0,14,0.641474,3,,10000,100,,,,,,1
14,0,15,0.0,3,,10000,100,,,,,,1
15,0,16,178.489789,3,,10000,100,,,,,,1
16,0,17,0.0,3,,10000,100,,,,,,1
17,0,18,0.0,3,,10000,100,,,,,,1
18,0,19,0.004425,3,,10000,100,,,,,,1
19,0,20,1.318944,3,,10000,100,,,,,,1
20,0,21,5.75266,3,,10000,100,,,,,,1
21,0,22,0.262853,3,,10000,100,,,,,,1
22,0,23,0.002604,3,,10000,100,,,,,,1
23,0,24,1.103526,3,,10000,100,,,,,,1
24,0,25,1.896835,3,,10000,100,,,,,,1
25,0,26,0.0,3,,10000,100,,,,,,1
26,0,27,0.001539,3,,10000,100,,,,,,1
27,0,28,0.0,3,,10000,100,,,,,,1
28,0,29,11.706601,3,,10000,100,,,,,,1
29,0,30,0.0,3,,10000,100,,,,,,1
30,0,31,0.028989,3,,10000,100,,,,,,1
31,0,32,0.000122,3,,10000,100,,,,,,1
32,0,33,0.000132,3,,10000,100,,,,,,1
33,0,34,6.629351,3,,10000,100,,,,,,1
34,0,35,0.950554,3,,10000,100,,,,,,1
35,0,36,0.003733,3,,10000,100,,,,,,1
36,0,37,0.002419,3,,10000,100,,,,,,1
37,0,38,3.002248,3,,10000,100,,,,,,1
38,0,39,0.028404,3,,10000,100,,,,,,1
39,0,40,0.001132,3,,10000,100,,,,,,1
40,0,41,0.127106,3,,10000,100,,,,,,1
41,0,42,0.021189,3,,10000,100,,,,,,1
42,0,43,0.916476,3,,10000,100,,,,,,1
43,0,44,0.0,3,,10000,100,,,,,,1
44,0,45,109.014216,3,,10000,100,,,,,,1
45,0,46,0.001691,3,,10000,100,,,,,,1
46,0,47,0.0,3,,10000,100,,,,,,1
47,0,48,0.0,3,,10000,100,,,,,,1
48,0,49,0.003843,3,,10000,100,,,,,,1
49,1,0,0.000254,3,,10000,100,,,,,,1
50,1,2,6e-06,3,,10000,100,,,,,,1
51,1,3,0.052574,3,,10000,100,,,,,,1
52,1,4,0.0,3,,10000,100,,,,,,1
